uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link,idx
180,Vandread,"In  Vandread , men are from Mars and women are from Venus! Well, not quite. Technology has allowed mankind to colonize the entire Milky Way galaxy, and in one star system, the men and women live on two different planets, Taraak and Mejere. A bitter and very literal gender war rages, to the point where they don't even see each other as the sames species anymore! 
 
Hibiki Tokai, a male third-class laborer from Taraak, ends up stuck on a battleship after a botched attempt at stealing a robot. When female pirates capture the Taraakian Vanguard, things don't look like they could get any worse for Hibiki. Unfortunately, they do; when the male crew of the Vanguard fire on their captured vessel out of desperation, they created a giant wormhole, which sucks the Vanguard and the Mejeran pirate's ships into itself! Now, stuck far away from their home planets, these men and women must learn to work together if they ever wish to make it back home.","['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']","Oct 3, 2000 to Dec 19, 2000",13.0,67744,1542,2724.0,7.26,https://cdn.myanimelist.net/images/anime/5/75446.jpg,https://myanimelist.net/anime/180/Vandread,1105
3322,Wagaya no Oinari-sama.,"The Mizuchi bloodline has long been hunted by Yokai, or monsters. Toru and Noboru Takagami are descendents of this bloodline, and under their grandmother's discretion, are given a secret weapon to combat these monsters. It is Tenko Kugen, a fox deity who can take the shape of a man or woman at will. The mischievous deity is accompanied by a shrine maiden, Ko, who will both live with the Takagami brothers at their house. Life just got complicated.  
 
(Source: NIS America) ","['Adventure', 'Fantasy', 'Shounen', 'Supernatural']","Apr 7, 2008 to Sep 15, 2008",24.0,27643,2688,2726.0,7.26,https://cdn.myanimelist.net/images/anime/10/21249.jpg,https://myanimelist.net/anime/3322/Wagaya_no_Oinari-sama,1323
16397,Photokano,"Kazuya, a mild-mannered high school sophomore coming to the end of a very average summer break, receives a digital single lens reflex camera as a gift. His nerdy fascination with its design soon turns to wonder when he realizes this little gadget could really give his social life a shot in the arm! 
 
(Source: TBS)","['Ecchi', 'Romance', 'School']","Apr 5, 2013 to Jun 28, 2013",13.0,80039,1359,7062.0,6.3,https://cdn.myanimelist.net/images/anime/11/49199.jpg,https://myanimelist.net/anime/16397/Photokano,2390
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),"The story centers around Nyarlko, a formless Cthulhu deity who can take on the shape of anyone it wishes, but particularly the shape of a seemingly ordinary silver-haired girl. Mahiro Yasaka is a normal high school student who is chased by aliens one night, until ""Nyarlko"" saves him. 
 
(Source: ANN)","['Comedy', 'Sci-Fi']","Dec 11, 2010 to Feb 26, 2011",11.0,22992,2979,7046.0,6.29,https://cdn.myanimelist.net/images/anime/8/27429.jpg,https://myanimelist.net/anime/9598/Haiyoru_Nyaruani__Remember_My_Lovecraft-sensei,1199
31994,Yami Shibai 3,"A young boy silently sketches out the forms of the horrors that dwell in his mind. During this adventure into the occult and mysterious, he tells tales that involve dreams of a person with a muscular arm that you must not look at, a hospital with a room that holds a grim secret, and a visit to an eerily silent taxidermy museum. 
 
These tales and more are compiled in  Yami Shibai 3 . Presented in an art style similar to kamishibai storytelling, this horror series stays true to the gruesome and creepy trend that is prominent in  Yami Shibai  and  Yami Shibai 2nd Season . 
 
[Written by MAL Rewrite]","['Dementia', 'Horror', 'Supernatural']","Jan 11, 2016 to Apr 4, 2016",13.0,22548,3014,7032.0,6.31,https://cdn.myanimelist.net/images/anime/5/78074.jpg,https://myanimelist.net/anime/31994/Yami_Shibai_3,1410
16099,Sword Art Online: Sword Art Offline,BD/DVD specials.,['Comedy'],"Oct 24, 2012 to Jun 26, 2013",9.0,70431,1494,7024.0,6.31,https://cdn.myanimelist.net/images/anime/8/43461.jpg,https://myanimelist.net/anime/16099/Sword_Art_Online__Sword_Art_Offline,2108
37436,Revisions,"""This is a prophecy for you, where five people will meet huge adversaries, and only you can protect everyone."" Daisuke Toujima is a second-year high school student who was abducted when he was young. He was involved in a special phenomenon—Shibuya Drift—with his childhood friends Gai, Ru, Marimari, and Keisaku. They were transferred to the center of Shibuya over 300 years into the future. What's waiting for them is endless wilderness and forest, Interspersed ruin, future citizens, and ""Revisions"" which are huge mechanical monsters. Trampled by the monsters without understanding the situation, a girl who has the same name as the person who saved Daisuke when he was abducted, Miro, provided a mobile suit ""String Puppet"" and told them to save Shibuya. With separated paths, adversaries, destined prophecies, the boys, and girls are on their journey to return to their original time. 
 
(Source: MAL News)","['Action', 'Sci-Fi', 'Mecha']","Jan 10, 2019",12.0,40115,2192,7017.0,6.31,https://cdn.myanimelist.net/images/anime/1062/97007.jpg,https://myanimelist.net/anime/37436/Revisions,268
36431,One Room 2nd Season,Second season of  One Room . ,['Slice of Life'],"Jul 10, 2018 to Sep 24, 2018",12.0,23439,2958,7016.0,6.31,https://cdn.myanimelist.net/images/anime/1098/93257.jpg,https://myanimelist.net/anime/36431/One_Room_2nd_Season,2796
15565,Maken-Ki! Two,"Takeru continues his education at Tenbi Academy as part of the newly formed Security Committee. As a team with the other members, they battle unscrupulous individuals who use their Maken for evil purposes. In the meantime, his libido and the conflicting romantic interests of the girls surrounding him complicate matters considerably. 
 
(Source: ANN) 
","['Action', 'Harem', 'Super Power', 'Ecchi', 'Martial Arts', 'School']","Jan 16, 2014 to Mar 20, 2014",10.0,91807,1185,7012.0,6.31,https://cdn.myanimelist.net/images/anime/10/58191.jpg,https://myanimelist.net/anime/15565/Maken-Ki_Two,192
4382,Suzumiya Haruhi no Yuuutsu (2009),"Kyon has found himself dragged through many adventures as of late—all because of the SOS Brigade club and its excitable leader, Haruhi Suzumiya. He has stopped believing in the supernatural long ago, but after being forced to join this club based solely on that, he has seen things that cannot be explained logically.  
 
Joining Kyon on his various misadventures is the shy and soft-spoken Mikuru Asahina, the bookish Yuki Nagato, and the ever-cheerful Itsuki Koizumi. Whether it is summer vacation or a school festival, things involving their club and Haruhi herself always end up becoming strange. 
 
[Written by MAL Rewrite]","['Sci-Fi', 'Slice of Life', 'Mystery', 'Comedy', 'Parody', 'Romance', 'School']","May 22, 2009 to Sep 11, 2009",14.0,363531,249,2717.0,7.26,https://cdn.myanimelist.net/images/anime/8/75377.jpg,https://myanimelist.net/anime/4382/Suzumiya_Haruhi_no_Yuuutsu_2009,601
37449,Strike the Blood III,"It was announced at a Dengeki Game Festival stage event that the Strike the Blood light novel series will get a third OVA release. It will cover until the end of Seisen-hen. 
 
(Source: MAL news)","['Action', 'Ecchi', 'Fantasy', 'Supernatural', 'Vampire']","Dec 19, 2018 to Sep 25, 2019",10.0,44089,2073,2715.0,7.26,https://cdn.myanimelist.net/images/anime/1545/93427.jpg,https://myanimelist.net/anime/37449/Strike_the_Blood_III,276
22865,Rokujouma no Shinryakusha!? (TV),"After Koutarou Satomi's father is suddenly relocated for his job, the first-year high school student is faced with finding a cheap place to live by himself. Naturally, he jumps at the chance to move into Corona House's Room 106 for a mere five thousand yen a month. But while everything goes well at first, Koutarou soon gets a lot more than he bargained for after stumbling upon a mysterious cave while working his part-time job. 
 
The following night, Koutarou is visited by various seemingly mythical figures, all of whom claim ownership of the poor student's apartment. Among the invaders are Sanae Higashihongan, a ghost supposedly haunting the room, magical girl Yurika, alien princess Theiamillis Gre Fortorthe, and Kiriha Kurano, a direct descendant of the Earth People. But more importantly, each of these four girls needs Koutarou's apartment for her own reasons and won’t back down without a fight! 
 
 Rokujouma no Shinryakusha!?  is a comedic battle royale over a six-tatami mat apartment involving supernatural beings, romantic high school hijinks, and a deceptively cordial landlady. 
 
[Written by MAL Rewrite]","['Harem', 'Comedy', 'Supernatural', 'School']","Jul 12, 2014 to Sep 27, 2014",12.0,128774,878,2713.0,7.26,https://cdn.myanimelist.net/images/anime/2/62655.jpg,https://myanimelist.net/anime/22865/Rokujouma_no_Shinryakusha_TV,971
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,Unaired episode included in the fifth Blu-ray and fourth DVD volume.,"['Comedy', 'Romance', 'Slice of Life']","Jul 11, 2012",1.0,31644,2489,2711.0,7.26,https://cdn.myanimelist.net/images/anime/12/78213.jpg,https://myanimelist.net/anime/12673/Papa_no_Iukoto_wo_Kikinasai__Pokkapoka,1036
195,Onegai☆Teacher,"One day, Kei Kusanagi notices a strange glowing woman by the lake. He discovers that the woman is actually an alien officer from the Galaxy Federation named Mizuho Kazami, and even more shocking—she's also his teacher! In spite of this setback, he and his teacher gradually get to know each other and a romance blossoms between them. However, soon enough, the principal of the school finds out about their relationship. The solution? Get married! 
 
Together, the newlyweds must keep their marriage a secret, not only from Kei's high school friends, but also the Galaxy Federation.  Onegai☆Teacher  is the fragile but comedic love story of an alien and her student. 
 
[Written by MAL Rewrite]","['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']","Jan 10, 2002 to Mar 28, 2002",12.0,132345,854,2710.0,7.26,https://cdn.myanimelist.net/images/anime/13/5241.jpg,https://myanimelist.net/anime/195/Onegai%E2%98%86Teacher,1054
31091,Komori-san wa Kotowarenai!,"Fifteen-year-old Komori Shuri is a junior high school girl who is too nice to decline requests. Constantly doing favors for other people has given her incredible strength?! But even so, she is also an adolescent junior high school girl. 
 
An anime overflowing with the ups and downs of everyday life! 
 
(Source: Batoto, edited)","['Slice of Life', 'Comedy', 'School']","Oct 4, 2015 to Dec 20, 2015",12.0,41851,2125,7055.0,6.3,https://cdn.myanimelist.net/images/anime/7/78082.jpg,https://myanimelist.net/anime/31091/Komori-san_wa_Kotowarenai,1710
17247,Machine-Doll wa Kizutsukanai,"The Walpurgis Royal Academy of Machinart was founded alongside the development of ""Machinart,"" machine magic capable of giving life and intelligence to mechanical dolls subsequently called as ""automaton."" Its aim: train skilled puppeteers to control the automatons, as militaries across the globe have begun incorporating Machinart into their armies. 
 
After miserably failing the academy's entrance exams, Raishin Akabane and his humanoid automaton Yaya must defeat one of the top one hundred students to earn the right to take part in the Evening Party, a fight for supremacy between puppeteers using their automatons. The last one standing is bestowed the title of ""Wiseman"" and granted access to the powerful forbidden arts. 
 
Thus, Raishin challenges Charlotte Belew and her automaton Sigmund to a duel, but before they even begin, Sigmund is attacked by other students. After saving his opponents from their assaulters, Raishin cancels the duel but is forced to search for a new way to gain access to the Party. Driven by the tragedies of his past, Raishin fights alongside Yaya to rise to the top and claim the title of Wiseman. 
 
[Written by MAL Rewrite]","['Action', 'Ecchi', 'Fantasy', 'School']","Oct 7, 2013 to Dec 23, 2013",12.0,225103,469,2707.0,7.26,https://cdn.myanimelist.net/images/anime/4/56141.jpg,https://myanimelist.net/anime/17247/Machine-Doll_wa_Kizutsukanai,143
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"The tests have come, and Keitaro can only hope to succeed. However, in the final stretch, he fails miserably and daydreams through the test. Assuming that he has failed, he runs away, so the rest of the cast hunts him down on a remote desert island to bring him back. 
The Toudai entrance exams have finally come (again) for Keitaro. With all his confidence Keitaro sits for the paper, but ends up falling asleep and dreaming about Narusegawa. Waking up with barely any time to complete the paper, Keitaro thinks he will fail the paper and tries to escape from Hinata Lodge and forget all the memories with it. By a stroke of luck he meets Seta, but ends up in a faraway island with the whole cast trying to look for him. 
 
(Source: ANN)","['Adventure', 'Comedy', 'Romance']","Apr 2, 2001",1.0,45975,2005,2706.0,7.26,https://cdn.myanimelist.net/images/anime/12/82632.jpg,https://myanimelist.net/anime/192/Love_Hina_Haru_Special__Kimi_Sakura_Chiru_Nakare,2460
3247,Love Hina Final Selection,"Love Hina Final Selection, tells the story of Love Hina.  
Then gives Keitaro's final selection of girl, for those unfamiliar with Love Hina, Keitaro is the main character, surrounded by girls in an all girl dorm, he is 20 unlucky and eventually becomes a cool, respected hero to the girls, they all end up having a crush on him and he must choose, this OVA features his decision.","['Ecchi', 'Comedy', 'Harem', 'Romance']","Sep 5, 2001",1.0,26385,2755,2705.0,7.26,https://cdn.myanimelist.net/images/anime/10/82633.jpg,https://myanimelist.net/anime/3247/Love_Hina_Final_Selection,2461
274,Kiddy Grade,"In the distant future, humanity has taken to the skies and colonized many planets throughout the universe. An agency known as the Galactic Organization of Trade and Tariffs (GOTT) has been formed to maintain order. Within GOTT, a secret squad of enhanced human beings—known as the ES Unit—carry out secret missions to put a stop to major galactic crimes. Two such operatives are the lowly C-ranked Éclair and Lumière. 
  
Despite being on the bottom of the totem pole, the pair wield formidable powers: Éclair’s superhuman strength and lipstick whip and Lumière’s ability to take control of any computer. Together, they can take on any mission that GOTT throws at them. But as they complete more and more missions, the duo begin to uncover a major conspiracy that leaves them questioning everything they know about themselves and the entire galaxy. 
  
[Written by MAL Rewrite]","['Action', 'Sci-Fi', 'Super Power', 'Ecchi', 'Mecha']","Oct 9, 2002 to Mar 19, 2003",24.0,37546,2270,2704.0,7.26,https://cdn.myanimelist.net/images/anime/3/73995.jpg,https://myanimelist.net/anime/274/Kiddy_Grade,2583
20457,"Inari, Konkon, Koi Iroha.","Frazzle-haired middle schooler Inari Fushimi is less than average; she's painfully shy and horribly clumsy, but despite all this, she is undeniably kind. Running about the winding streets of her hometown, she takes a shortcut through the local shrine and stumbles upon a small fox pup in a river. After rescuing him, she continues on, but from this moment on, her life takes a drastic turn. 
 
Grateful for rescuing the pup, the shrine goddess Uka-no-Mitama-no-Kami, ""Uka-sama,"" grants Inari a fragment of her power. Now, Inari has the ability to transform into anyone by shouting the magical phrase ""Inari, konkon."" Could this power also grant her the courage to convey her feelings to her crush, Kouji Tanbabashi? With her new heavenly ability and the fox spirit Kon, Inari forms a sincere friendship with Uka-sama, encounters more of the supernatural world, and learns that true love knows no bounds. 
 
[Written by MAL Rewrite]","['Comedy', 'Romance', 'School', 'Seinen', 'Supernatural']","Jan 16, 2014 to Mar 20, 2014",10.0,106311,1048,2702.0,7.26,https://cdn.myanimelist.net/images/anime/8/64897.jpg,https://myanimelist.net/anime/20457/Inari_Konkon_Koi_Iroha,975
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,"After losing a bet, Keiichi, Mion, Rena, Satoko and Rika parade around the town in costumes. When they come to a fork in the road, they decide to go to Yagouchi, a nearby abandoned village. Once there Keichii and Rena learn the mystery of a strange haunted quarry as they debate whether or not to check it out.",['Mystery'],"Aug 2, 2007",1.0,57930,1713,2701.0,7.26,https://cdn.myanimelist.net/images/anime/1616/90394.jpg,https://myanimelist.net/anime/2899/Higurashi_no_Naku_Koro_ni_Special__Nekogoroshi-hen,1908
18767,BlazBlue: Alter Memory,"The story is set in December of 2199, when the streets are full of anticipation for the end of the year and the start of the new one. Amid the celebrations, word spreads that Ragna the Bloodedge, an SS-class rebel with the highest ever bounty on his head, has appeared in the 13th Hierarchical City of Kagutsuchi. The apparent aim of Ragna or the ""Grim Reaper"" is the destruction of the system controlling the world. To collect the bounty, a motley array of unrivaled fighters converge on Kagutsuchi. 
 
(Source: ANN)","['Action', 'Fantasy']","Oct 9, 2013 to Dec 25, 2013",12.0,72293,1464,7518.0,6.2,https://cdn.myanimelist.net/images/anime/10/56137.jpg,https://myanimelist.net/anime/18767/BlazBlue__Alter_Memory,1276
15883,Fantasista Doll,"Uzume Uno is a young student and former champion of a trading card game competition. She is trusted with a special device containing five powerful Fantasista Dolls. These dolls are sentient virtual beings who reside in cards which are now controlled by their new master, Uzume. 
 
(Source: ANN)","['Sci-Fi', 'Magic', 'Fantasy']","Jul 7, 2013 to Sep 29, 2013",12.0,22916,2986,7480.0,6.21,https://cdn.myanimelist.net/images/anime/7/52529.jpg,https://myanimelist.net/anime/15883/Fantasista_Doll,2891
20053,Wizard Barristers: Benmashi Cecil,"The story takes place in Tokyo in 2018, where normal humans and those who can use magic coexist. As a result, there are laws against using magic, and a ""magic courtroom"" exists to preside over lawsuits regarding magic use. In these cases, ""Benmashi"" or wizard barristers defend those who use magic. The anime follows Cecil, the youngest Benmashi in history, and her associates as they defend clients in these cases. 
 
(Source: ANN)","['Action', 'Police', 'Magic', 'Fantasy']","Jan 13, 2014 to Mar 31, 2014",12.0,48626,1936,7462.0,6.22,https://cdn.myanimelist.net/images/anime/9/58145.jpg,https://myanimelist.net/anime/20053/Wizard_Barristers__Benmashi_Cecil,1743
30385,Valkyrie Drive: Mermaid,"Naïve 16-year-old Mamori Tokonome is accustomed to being teased at school for having an unfortunate surname that can also be read as ""virgin."" However, young Mamori will soon have to get used to being teased in other ways... 
 
Kidnapped during gym class, Mamori wakes up only to find herself stranded and under attack on the exotic island of Mermaid. Luckily, enigmatic fellow castaway Mirei Shikishima knows exactly how to take the lead—through a passionate kiss, Mirei unleashes Mamori's Exter transformation abilities, turning the innocent red-head into a battle-ready cutlass through the power of arousal. 
 
The duo will need to tap into that power as Mermaid Island is full of potential friends and foes: Charlotte, the sadistic Liberator of an Exter harem; the gluttonous and crafty Meifon; the mysterious but charismatic Akira Hiiragi; and the erotic biker duo Lady Lady. Mamori and Mirei's powerful and intimate embrace is the only way for the pair to ensure their survival on this scandalous island. 
 
[Written by MAL Rewrite]","['Action', 'Ecchi', 'Fantasy', 'Shoujo Ai']","Oct 10, 2015 to Dec 26, 2015",12.0,85018,1288,7461.0,6.22,https://cdn.myanimelist.net/images/anime/13/75528.jpg,https://myanimelist.net/anime/30385/Valkyrie_Drive__Mermaid,1738
36316,Shichisei no Subaru,"Asahi's life in reality ended simultaneously when she died playing  Union , a world-renowned online RPG. The members of Subaru went separate ways when  Union  shut down due to Asahi's death. Six years later, Haruto logs onto a renewed version of  Re'Union  and reunites with Asahi who had died. Is it really her or just an electronic ghost? The former team members reunite and enter the mysterious and deadly online game to find out. 
 
(Source: TBS Global Business)","['Action', 'Fantasy', 'Game', 'Sci-Fi']","Jul 6, 2018 to Sep 21, 2018",12.0,75742,1417,7451.0,6.22,https://cdn.myanimelist.net/images/anime/1956/94914.jpg,https://myanimelist.net/anime/36316/Shichisei_no_Subaru,264
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"Junior High student Nao's brother complex is so strong, it's almost at the point of incest. She's determined to make her brother, High School student Shuusuke, see her as a woman. So determined, that she goes as far as going into his room to throw away all his non-incest related porn. But as she's looking for his porno stash, she finds a photo album... and she's not in any of his childhood pictures. What is going on? 
 
(Source: MU)","['Harem', 'Comedy', 'Romance', 'Ecchi']","Jan 9, 2011 to Mar 27, 2011",12.0,67609,1545,7444.0,6.22,https://cdn.myanimelist.net/images/anime/3/75499.jpg,https://myanimelist.net/anime/9587/Oniichan_no_Koto_nanka_Zenzen_Suki_ja_Nai_n_da_kara_ne,1057
23333,DRAMAtical Murder,"Some time ago, the influential and powerful Toue Inc. bought the island of Midorijima, Japan, with the plans of building Platinum Jail—a luxurious utopian facility. Those who are lucky enough to call it home are the wealthiest citizens in the world. The original residents of the island, however, were forced to relocate to the Old Residential District; and after the completion of Platinum Jail, they were completely abandoned. 
  
""Rib"" and ""Rhyme"" are the most common games played on the island. Rib is an old school game in which gangs engage in turf wars against each other, while Rhyme is a technologically advanced game wherein participants fight in a virtual reality. To be able to play Rhyme, you must have an ""All-Mate"" (an AI that typically looks like a pet), and the match must be mediated by an ""Usui."" 
 
Aoba Seragaki has no interest in playing either game; he prefers to live a peaceful life with his grandmother and All-Mate, Ren. However, after getting forcefully dragged into a dangerous Rhyme match and hearing rumors about disappearing Rib players, all of Aoba's hopes of living a normal life are completely abolished. 
 
[Written by MAL Rewrite]","['Action', 'Sci-Fi', 'Super Power', 'Psychological']","Jul 7, 2014 to Sep 22, 2014",12.0,117032,963,7427.0,6.22,https://cdn.myanimelist.net/images/anime/6/75642.jpg,https://myanimelist.net/anime/23333/DRAMAtical_Murder,1428
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",Special episode included in the Blu-ray Box of  Ano Natsu de Matteru .,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Slice of Life']","Aug 29, 2014",1.0,32921,2440,2692.0,7.26,https://cdn.myanimelist.net/images/anime/13/63493.jpg,https://myanimelist.net/anime/23447/Ano_Natsu_de_Matteru__Bokutachi_wa_Koukou_Saigo_no_Natsu_wo_Sugoshinagara_Ano_Natsu_de_Matteiru,2619
415,Tonari no Yamada-kun,"Join in the adventures of the quirky Yamada family—from the hilarious to the touching±brilliantly presented in a unique, visually striking comic strip style. Takashi Yamada and his wacky wife Matsuko, who has no talent for housework, navigate their way through the ups and downs of work, marriage and family life with a sharp-tongued grandmother who lives with them, a teenage son who wishes he had cooler parents, and a pesky daughter whose loud voice is unusual for someone so small. Even the family dog has issues! 
 
(Source: Disney)","['Slice of Life', 'Comedy']","Jul 17, 1999",1.0,25507,2812,2688.0,7.27,https://cdn.myanimelist.net/images/anime/7/75926.jpg,https://myanimelist.net/anime/415/Tonari_no_Yamada-kun,2466
18277,Strike the Blood,"Kojou Akatsuki's days as an ordinary high school student in the Demon District of Itogami Island come to an abrupt end after a fateful encounter leaves him with the remarkable abilities of a vampire. 
 
It isn't long before he is thrust into the center of attention when it is discovered that he is the fourth primogenitor, an immensely powerful vampire whom most consider to be merely a legend. Fearing Kojou's destructive potential, the Lion King Organization sends in an apprentice sword-shaman, Yukina Himeragi, to monitor, and should he become a threat, kill the boy deemed the world's most powerful vampire. Forced together by circumstance, the two form an unlikely alliance as Kojou comes to terms with his abilities and they both struggle to protect the city from various emerging chaotic forces. 
 
[Written by MAL Rewrite]","['Action', 'Harem', 'Supernatural', 'Ecchi', 'Vampire', 'Fantasy', 'School']","Oct 4, 2013 to Mar 28, 2014",24.0,405376,204,2685.0,7.27,https://cdn.myanimelist.net/images/anime/5/56163.jpg,https://myanimelist.net/anime/18277/Strike_the_Blood,278
1965,Sola,"Yorito Morimiya is obsessed with the sky. He especially loves taking pictures of its array of different faces—sunrises, sunsets, clouds. On one of his early-morning excursions to photograph the sunrise, Yorito meets a strange girl engaged in an argument with a vending machine. By the time that Yorito forces the girl's tomato juice out of the machine, she's vanished without a trace. 
 
 Sola  follows the story of Yorito, his sister Aono, and their childhood friends Mana and Koyori Ishizuki, as well as that of a mysterious girl who appears and disappears, and who seems to harbor a dark secret. In a world where magic and the supernatural are never far below the surface and no one is who they seem to be, love and loneliness vie for supremacy beneath Yorito's sky.  
","['Drama', 'Romance', 'Slice of Life', 'Supernatural']","Apr 7, 2007 to Jun 30, 2007",13.0,85709,1263,2684.0,7.27,https://cdn.myanimelist.net/images/anime/7/46119.jpg,https://myanimelist.net/anime/1965/Sola,2549
100,Shin Shirayuki-hime Densetsu Prétear,"Due to her father's remarriage, robust 16-year-old Himeno Awayuki moves into a large mansion with a beautiful garden—the quintessential dream house for any girl her age. However, much to Himeno's disappointment, her new stepfamily doesn't really seem to like her, as her stepmother often occupies herself with her father, her younger stepsister Mawata ignores her, and her other stepsister—the equally aged Mayune—tries to prank her at every opportunity. 
 
But Himeno doesn't have time to dwell into thoughts of hopelessness—her new life has now become involved with a group of seven magical boys known as the Leafe Knights, after they ask her to become a magical princess who can borrow their powers! Although Himeno accepts their request and becomes the Prétear, she feels doubtful in her abilities to protect the world and its Leafe, the source of energy for all life. Will Himeno be able to find happiness among her new family and also save the Earth from the enemy, the Princess of Disaster? 
 
[Written by MAL Rewrite]","['Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo', 'Super Power']","Apr 4, 2001 to Jun 27, 2001",13.0,48289,1943,2683.0,7.27,https://cdn.myanimelist.net/images/anime/9/11709.jpg,https://myanimelist.net/anime/100/Shin_Shirayuki-hime_Densetsu_Pr%C3%A9tear,1948
37396,Shikioriori,"The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities,  Shikioriori  follows the loss of youth and the daunting realization of adulthood.  
 
Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. Within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth.  
 
[Written by MAL Rewrite] 
","['Drama', 'Romance', 'Slice of Life']","Aug 4, 2018",3.0,56110,1767,2681.0,7.27,https://cdn.myanimelist.net/images/anime/1529/93093.jpg,https://myanimelist.net/anime/37396/Shikioriori,467
12581,Asa made Jugyou Chu!,"The story revolves around Yuuki Kagami, a boy who enrolls in the academy of his dreams as a honors student — and is mistakenly put in the girls' dormitory where boys are prohibited. Faced with the possibility of having to leave the school, Yuuki has to dress up as a girl in the dormitory. On top of things, he ends up rooming with the female teacher Ayana Kakinozaka, who has to watch over him.","['Comedy', 'Ecchi', 'Romance', 'School']","Jun 23, 2012",1.0,38444,2239,7421.0,6.22,https://cdn.myanimelist.net/images/anime/6/35229.jpg,https://myanimelist.net/anime/12581/Asa_made_Jugyou_Chu,1649
32878,ēlDLIVE,"Chuuta Kokonose is an orphan who lives with his aunt. For as long as he can remember, he's had a voice in his head, but other than that he's a normal boy—right until the day when a strange-looking thing follows him home and teleports him to a place filled with more fantastic creatures. It's a space police station, and Rein Brickke, the Chief of Solar System Department, tells him that he's been chosen by the computer as a possible candidate to join the police force. Misuzu Sonokata, a girl from Chuuta's school with an angelic face and ill temper who turns out to be one of Rein Brickke's subordinates, doesn't think him suitable for such a job. Chuuta, who was shocked at first, decides to take the aptitude test after being urged by the voice in his head and to prove Misuzu wrong.","['Action', 'Sci-Fi', 'Space', 'Police', 'Shounen']","Jan 8, 2017 to Mar 26, 2017",12.0,38062,2260,7377.0,6.23,https://cdn.myanimelist.net/images/anime/8/82348.jpg,https://myanimelist.net/anime/32878/%C4%93lDLIVE,1072
4719,Queen's Blade: Rurou no Senshi,"In a land where a queen is chosen every few years solely by winning a tournament, there can be no short supply of formidable opponents. For one woman warrior however, an early defeat clearly shows her that she is lacking in experience though she may be bountiful in body. 
 
Fortunately, while defeat could spell one's doom, her life is saved by a powerful stranger. But unfortunately for this savior, less-than-pure motives and shrewd family members mean her reward is a prison cell. Her release is prompt when the unseasoned warrior she saved, tired of her current lifestyle of nobility, sets off to prove herself. 
 
(Source: Media Blasters)","['Action', 'Adventure', 'Ecchi', 'Fantasy']","Apr 2, 2009 to Jun 18, 2009",12.0,70716,1487,7355.0,6.24,https://cdn.myanimelist.net/images/anime/2/12410.jpg,https://myanimelist.net/anime/4719/Queens_Blade__Rurou_no_Senshi,2142
21809,Kenzen Robo Daimidaler,"Battles continue between ""Penguin Empire"", the mysterious life form which arrived on earth all of a sudden, and ""Beauty Salon Prince"", the secret anti-Penguin organization. In order to fight Penguin Empire's gigantic ""Penguin Robot"", Beauty Salon Prince has developed their ultimate weapon, ""Daimidaler"", and is now looking for the pilot. They choose Koichi Madanbashi, a hot-blooded high school boy who is mad about big boobs, because he is the factor of ""Hi-ERo particles"", the source of unknown energy. 
 
(Source: Showgate)","['Ecchi', 'Comedy', 'Mecha', 'Seinen']","Apr 5, 2014 to Jun 21, 2014",12.0,50391,1887,7393.0,6.23,https://cdn.myanimelist.net/images/anime/2/61435.jpg,https://myanimelist.net/anime/21809/Kenzen_Robo_Daimidaler,1794
7705,Starry☆Sky,"The protagonist, Tsukiko Yahisa, enrolled to a school that was recently changed from all-boys school to co-ed. Since the area where the school is conveniently rural and the rather exclusive curriculums the school has, up until now the protagonist is the only one female who enrolled to the school. 
 
In Starry Sky, the 13 constellations of the Zodiac are personified into handsome young men. The anime will be directed by Kiyomo Sayaka who worked with Vampire Knight. Similar to Hetalia - Axis Powers, Starry Sky's anime will be distributed through the Animate.tv website and other means.","['Harem', 'School', 'Shoujo']","Dec 23, 2010 to Jun 16, 2011",26.0,44670,2043,7454.0,6.22,https://cdn.myanimelist.net/images/anime/7/27459.jpg,https://myanimelist.net/anime/7705/Starry%E2%98%86Sky,2649
